0.1   4e-6
1.0	4e-3
9.8939187 4.0991849
12.891706 9.0759118
16.796227 21.619865
21.127908 40.919692
25.431353 64.835444
30.345107 93.505426
35.577841 120.20415
43.221679 142.144
54.408459 151.42125
69.117484 132.25776
81.79645 116.71434
95.109438 96.733838
111.57146 81.017703
127.46151 63.727056
145.60684 52.266335
170.8298 39.845242
198.66025 29.747127
228.97851 22.915037
271.03697 17.288016
315.17139 13.598986
383.09067 10.587002
473.96759 8.2424613
561.0178 6.2837669
681.98082 4.5469123
851.28898 3.4668264
1053.2744 2.6157746
1280.2888 1.9942962
1528.8287 1.5853158
1777.7285 1.2733691
10000.0   1.0

