0.1 4e-6
1.0	4e-3
9.9820628 4.0566512
12.444355 8.3473156
15.376825 17.538579
19.339598 37.238998
23.070451 65.502073
28.012081 117.654
34.014474 200.56978
43.174798 331.39982
54.331244 458.43176
65.42489 525.36281
82.368312 509.41363
95.766676 449.52739
106.53451 361.03644
113.38431 280.98723
122.82933 220.99281
134.24835 170.21636
145.44501 124.42937
166.18161 88.161953
188.18799 65.814802
218.8815 43.344038
245.68445 32.020231
283.21339 22.45189
332.28235 16.762168
389.84245 12.77864
457.36122 9.9475509
517.85726 8.244118
612.95195 6.4177749
738.52324 4.7418672
828.84739 3.88893
1007.4636 3.0275867
1213.8395 2.2604768
1570.0124 1.5689294
1825.6415 1.247106

