1.9498446 0.2514303
1.9952623 0.26949178
2.0417379 0.28885072
2.0892961 0.3096003
2.1379621 0.33183666
2.1877616 0.35528958
2.2387211 0.38040006
2.2908677 0.40728526
2.3442288 0.43607059
2.3988329 0.46689036
2.4547089 0.49988835
2.5118864 0.53521851
2.5703958 0.57121043
2.630268 0.60942348
2.6915348 0.65019292
2.7542287 0.69368977
2.8183829 0.74009648
2.8840315 0.78960773
2.9512092 0.84105113
3.0199517 0.89144231
3.0902954 0.94485266
3.1622777 1.0014631
3.2359366 1.0614652
3.3113112 1.1250624
3.3884416 1.19247
3.4673685 1.2653826
3.5481339 1.3515939
3.6307805 1.4436788
3.7153523 1.5420375
3.801894 1.6470974
3.8904514 1.7593151
3.9810717 1.8791783
4.0738028 2.0072078
4.1686938 2.1439601
4.2657952 2.2900294
4.3651583 2.4460504
4.4668359 2.6127013
4.5708819 2.7907062
4.6773514 2.9808386
4.7863009 3.1839249
4.8977882 3.4008476
5.0118723 3.5940917
5.1286138 3.7730116
5.2480746 3.9863313
5.370318 4.2530104
5.4954087 4.518038
5.6234133 4.7047086
5.7543994 4.8990917
5.8884366 5.18218
6.0255959 5.5624581
6.16595 5.9438833
6.3095734 6.3415194
6.4565423 6.6805686
6.6069345 6.9565878
6.7608298 7.2440113
6.9183097 7.4995335
7.0794578 7.7568409
7.2443596 8.1443772
7.4131024 9.0710674
7.5857758 9.4629418
7.7624712 9.7744006
7.9432823 10.284541
8.1283052 10.928309
8.3176377 11.408041
8.5113804 11.879384
8.7096359 12.397466
8.9125094 13.040989
9.1201084 13.65651
9.332543 14.220753
9.5499259 14.808308
9.7723722 15.420139
10 16.057248
10.23293 16.720681
10.471285 17.411525
10.715193 18.079583
10.964782 18.674646
11.220185 19.292788
11.481536 19.954719
11.748976 20.639362
12.022644 21.416049
12.302688 22.30089
12.589254 23.181845
12.882496 23.977209
13.182567 24.799862
13.489629 25.547143
13.803843 26.245742
14.125375 26.963445
14.454398 27.700773
14.791084 28.458264
15.135612 29.236469
15.488166 30.035954
15.848932 30.857302
16.218101 31.567645
16.595869 32.212369
16.982437 32.870261
17.378008 33.54159
17.782794 34.226629
18.197009 34.92566
18.620871 35.537045
19.054607 36.018354
19.498446 36.506182
19.952623 37.000617
20.417379 37.35361
20.892961 37.519316
21.379621 37.685756
21.877616 37.852935
22.387211 37.94275
22.908677 37.939337
23.442288 37.935925
23.988329 37.932513
24.547089 37.929102
25.118864 37.92569
25.703958 37.922279
26.30268 37.739057
26.915348 37.517072
27.542287 37.296394
28.183829 37.096456
28.840315 36.905048
29.512092 36.714628
30.199517 36.491254
30.902954 36.118815
31.622777 35.750176
32.359366 35.385301
33.113112 34.886545
33.884416 34.320282
34.673685 33.80301
35.481339 33.344717
36.307805 32.892638
37.153523 32.275173
38.01894 31.622247
38.904514 30.95547
39.810717 30.123963
40.738028 29.314791
41.686938 28.550487
42.657952 27.830805
43.651583 27.129264
44.668359 26.445407
45.708819 25.957993
46.773514 25.490477
47.863009 25.031382
48.977882 24.580556
50.118723 24.032876
51.286138 23.493459
52.480746 22.966148
53.70318 22.450674
54.954087 21.776111
56.234133 21.119304
57.543994 20.482307
58.884366 19.773492
60.255959 18.982501
61.6595 18.223152
63.095734 17.63762
64.565423 17.105637
66.069345 16.5897
67.608298 16.016699
69.183097 15.271717
70.794578 14.561386
72.443596 14.030582
74.131024 13.607394
75.857758 13.19697
77.624712 12.788142
79.432823 12.276583
81.283052 11.785488
83.176377 11.314038
85.113804 10.885168
87.096359 10.662696
89.125094 10.444771
91.201084 10.189798
93.32543 9.7738035
95.499259 9.3747919
97.723722 8.9640414
100 8.567065
102.3293 8.1845846
104.71285 7.8180373
107.15193 7.4766065
109.64782 7.1589668
112.20185 6.8548218
114.81536 6.5635983
117.48976 6.2845775
120.22644 6.0031221
123.02688 5.7342717
125.89254 5.4876808
128.82496 5.2545396
131.82567 5.0330035
134.89629 4.8222042
138.03843 4.622251
141.25375 4.4335495
144.54398 4.2529438
147.91084 4.0850574
151.35612 3.9237984
154.88166 3.7663608
158.48932 3.6150348
162.18101 3.4755193
165.95869 3.3439132
169.82437 3.2207719
173.78008 3.1062756
177.82794 2.9943138
181.97009 2.8809293
186.20871 2.7718383
190.54607 2.6731519
194.98446 2.5781232
199.52623 2.490905
204.17379 2.408141
208.92961 2.3253064
213.79621 2.2426434
218.77616 2.1643114
223.87211 2.092399
229.08677 2.0230275
234.42288 1.96052
239.88329 1.8999439
245.47089 1.8392509
251.18864 1.7799999
257.03958 1.7241843
263.0268 1.6709104
269.15348 1.6216775
275.42287 1.5771761
281.83829 1.5335798
288.40315 1.4879062
295.12092 1.443592
400.0 1.0
500.0 0.8
700.0 0.6
1000.0   0.4
1500.0   0.3
2000.0   0.22
2500.0   0.20
10000.0  0.1
